Date,Open,High,Low,Close,Adj Close,Volume
2015-06-19,194.800003,194.850006,193.850006,193.850006,171.258514,691400
2015-06-22,194.369995,194.919998,194.050003,194.270004,172.431900,1027000
2015-06-23,194.479996,194.759995,194.000000,194.410004,172.556152,1727200
2015-06-24,194.179993,194.520004,192.990005,193.020004,171.322403,2160600
2015-06-25,193.509995,193.690002,192.360001,192.419998,170.789932,2287600
2015-06-26,192.820007,193.070007,191.800003,192.419998,170.789932,1631900
2015-06-29,190.779999,191.429993,188.259995,188.350006,167.177338,2746800
2015-06-30,190.179993,190.179993,188.240005,188.839996,167.612289,2679400
2015-07-01,190.649994,190.750000,189.449997,190.270004,168.881561,2782300
2015-07-02,190.850006,191.000000,189.679993,190.130005,168.757278,3087100
2015-07-06,188.720001,190.399994,188.479996,189.580002,168.269089,1741100
2015-07-07,189.860001,190.899994,187.190002,190.750000,169.307571,3507500
2015-07-08,189.360001,189.589996,187.309998,187.509995,166.431763,1874000
2015-07-09,189.899994,190.130005,187.830002,187.850006,166.733627,2224900
2015-07-10,190.179993,190.710007,189.350006,190.240005,168.854919,1648600
2015-07-13,191.589996,192.479996,191.580002,192.369995,170.745514,1026100
2015-07-14,192.369995,193.529999,192.270004,193.220001,171.499939,1128900
2015-07-15,193.289993,193.729996,192.619995,193.139999,171.428925,1174800
2015-07-16,194.309998,194.669998,194.050003,194.619995,172.742584,949500
2015-07-17,194.679993,194.919998,194.240005,194.850006,172.946686,872100
2015-07-20,195.089996,195.460007,194.600006,194.940002,173.026596,1103500
2015-07-21,194.820007,195.050003,193.860001,194.169998,172.343155,772400
2015-07-22,193.380005,194.160004,193.380005,193.789993,172.005829,1193800
2015-07-23,194.000000,194.029999,192.339996,192.679993,171.020660,899300
2015-07-24,192.860001,192.889999,190.360001,190.669998,169.236542,1589100
2015-07-27,189.779999,190.320007,189.149994,189.589996,168.277985,1745600
2015-07-28,190.589996,192.100006,189.630005,191.889999,170.319473,931300
2015-07-29,192.070007,193.500000,191.910004,193.250000,171.526550,2471200
2015-07-30,192.770004,193.479996,192.020004,193.279999,171.553192,924400
2015-07-31,193.919998,193.919998,192.710007,192.949997,171.260254,1437200
2015-08-03,193.000000,193.009995,191.330002,192.350006,170.727707,3081700
2015-08-04,192.350006,192.759995,191.460007,191.970001,170.390457,1601700
2015-08-05,193.039993,193.750000,192.309998,192.639999,170.985138,1369900
2015-08-06,192.770004,192.929993,190.389999,191.169998,169.680374,1321200
2015-08-07,190.880005,190.990005,189.690002,190.669998,169.236542,1854100
2015-08-10,191.899994,193.149994,191.899994,193.089996,171.384537,1346700
2015-08-11,191.639999,192.039993,190.500000,191.320007,169.813522,4996300
2015-08-12,189.880005,191.759995,188.300003,191.490005,169.964401,3758700
2015-08-13,191.419998,192.119995,190.770004,191.279999,169.778046,1155900
2015-08-14,191.119995,192.080002,190.979996,192.020004,170.434830,742500
2015-08-17,191.419998,193.089996,190.860001,193.089996,171.384537,1926300
2015-08-18,192.839996,193.160004,192.279999,192.500000,170.860855,1023800
2015-08-19,191.779999,192.550003,190.119995,190.979996,169.511719,1771900
2015-08-20,189.360001,189.929993,186.949997,186.970001,165.952530,4195700
2015-08-21,185.080002,186.029999,181.039993,181.039993,160.689087,6145900
2015-08-24,172.000000,179.539993,168.080002,173.660004,154.138733,12325000
2015-08-25,179.160004,179.800003,171.369995,171.550003,152.265900,8132200
2015-08-26,176.229996,178.509995,172.679993,178.360001,158.310379,7086100
2015-08-27,180.800003,182.800003,178.940002,182.720001,162.180237,7168800
2015-08-28,181.970001,183.190002,181.429993,182.720001,162.180237,2945000
2015-08-31,181.679993,182.539993,180.600006,181.110001,160.751236,1923000
2015-09-01,177.110001,178.500000,174.830002,175.580002,155.842880,8531800
